customer_id,first_name,last_name,email,invoice_date,total,quantity,unit_price,track_id,track_name
46,Hugh,O'Reilly,hughoreilly@apple.ie,2021-02-03,5.94,1,0.99,264,Amor De Muito
46,Hugh,O'Reilly,hughoreilly@apple.ie,2021-02-03,5.94,1,0.99,268,Maracatu Atômico [Trip Hop]
52,Emma,Jones,emma_jones@hotmail.com,2021-02-06,8.91,1,0.99,274,Samba Makossa
52,Emma,Jones,emma_jones@hotmail.com,2021-02-06,8.91,1,0.99,280,Lixo Do Mangue
52,Emma,Jones,emma_jones@hotmail.com,2021-02-06,8.91,1,0.99,286,Firmamento
52,Emma,Jones,emma_jones@hotmail.com,2021-02-06,8.91,1,0.99,292,Já Foi
52,Emma,Jones,emma_jones@hotmail.com,2021-02-06,8.91,1,0.99,298,A Cor Do Sol
52,Emma,Jones,emma_jones@hotmail.com,2021-02-06,8.91,1,0.99,304,Firmamento
52,Emma,Jones,emma_jones@hotmail.com,2021-02-06,8.91,1,0.99,310,Sábado A Noite
52,Emma,Jones,emma_jones@hotmail.com,2021-02-06,8.91,1,0.99,316,Linha Do Equador
52,Emma,Jones,emma_jones@hotmail.com,2021-02-06,8.91,1,0.99,322,Livre Pra Viver
2,Leonie,Köhler,leonekohler@surfeu.de,2021-02-11,13.86,1,0.99,331,Lavadeira
2,Leonie,Köhler,leonekohler@surfeu.de,2021-02-11,13.86,1,0.99,340,Dazed and Confused
2,Leonie,Köhler,leonekohler@surfeu.de,2021-02-11,13.86,1,0.99,349,You Shook Me(2)
2,Leonie,Köhler,leonekohler@surfeu.de,2021-02-11,13.86,1,0.99,358,Man With The Woman Head
2,Leonie,Köhler,leonekohler@surfeu.de,2021-02-11,13.86,1,0.99,367,Leandro De Itaquera 2001
2,Leonie,Köhler,leonekohler@surfeu.de,2021-02-11,13.86,1,0.99,376,Vôo Sobre o Horizonte
2,Leonie,Köhler,leonekohler@surfeu.de,2021-02-11,13.86,1,0.99,385,All Star
2,Leonie,Köhler,leonekohler@surfeu.de,2021-02-11,13.86,1,0.99,394,Tanto Tempo
2,Leonie,Köhler,leonekohler@surfeu.de,2021-02-11,13.86,1,0.99,403,Bumbo Da Mangueira
2,Leonie,Köhler,leonekohler@surfeu.de,2021-02-11,13.86,1,0.99,412,Die Die My Darling
2,Leonie,Köhler,leonekohler@surfeu.de,2021-02-11,13.86,1,0.99,421,Radio GA GA
2,Leonie,Köhler,leonekohler@surfeu.de,2021-02-11,13.86,1,0.99,430,I'm Going Slightly Mad
2,Leonie,Köhler,leonekohler@surfeu.de,2021-02-11,13.86,1,0.99,439,Sure Know Something
2,Leonie,Köhler,leonekohler@surfeu.de,2021-02-11,13.86,1,0.99,448,God Of Thunder
16,Frank,Harris,fharris@google.com,2021-02-19,0.99,1,0.99,462,Valentino's
17,Jack,Smith,jacksmith@microsoft.com,2021-03-04,1.98,1,0.99,463,Believe
17,Jack,Smith,jacksmith@microsoft.com,2021-03-04,1.98,1,0.99,464,As We Sleep
19,Tim,Goyer,tgoyer@apple.com,2021-03-04,1.98,1,0.99,466,J Squared
19,Tim,Goyer,tgoyer@apple.com,2021-03-04,1.98,1,0.99,468,Maria
21,Kathy,Chase,kachase@hotmail.com,2021-03-05,3.96,1,0.99,470,Longview
21,Kathy,Chase,kachase@hotmail.com,2021-03-05,3.96,1,0.99,472,Basket Case
21,Kathy,Chase,kachase@hotmail.com,2021-03-05,3.96,1,0.99,474,She
21,Kathy,Chase,kachase@hotmail.com,2021-03-05,3.96,1,0.99,476,Geek Stink Breath
25,Victor,Stevens,vstevens@yahoo.com,2021-03-06,5.94,1,0.99,480,Stuck With Me
25,Victor,Stevens,vstevens@yahoo.com,2021-03-06,5.94,1,0.99,484,Nice Guys Finish Last
25,Victor,Stevens,vstevens@yahoo.com,2021-03-06,5.94,1,0.99,488,Macy's Day Parade
25,Victor,Stevens,vstevens@yahoo.com,2021-03-06,5.94,1,0.99,492,Don't You Cry
25,Victor,Stevens,vstevens@yahoo.com,2021-03-06,5.94,1,0.99,496,Living On Love
25,Victor,Stevens,vstevens@yahoo.com,2021-03-06,5.94,1,0.99,500,Wherever You May Go
31,Martha,Silk,marthasilk@gmail.com,2021-03-09,8.91,1,0.99,506,"Diga Lá, Coração"
31,Martha,Silk,marthasilk@gmail.com,2021-03-09,8.91,1,0.99,512,Comportamento Geral
31,Martha,Silk,marthasilk@gmail.com,2021-03-09,8.91,1,0.99,518,Podres Poderes
31,Martha,Silk,marthasilk@gmail.com,2021-03-09,8.91,1,0.99,524,Queixa
31,Martha,Silk,marthasilk@gmail.com,2021-03-09,8.91,1,0.99,530,Ando Meio Desligado
31,Martha,Silk,marthasilk@gmail.com,2021-03-09,8.91,1,0.99,536,Vida De Cachorro
31,Martha,Silk,marthasilk@gmail.com,2021-03-09,8.91,1,0.99,542,Meu Refrigerador Não Funciona
31,Martha,Silk,marthasilk@gmail.com,2021-03-09,8.91,1,0.99,548,Smoke On The Water
31,Martha,Silk,marthasilk@gmail.com,2021-03-09,8.91,1,0.99,554,Trampled Under Foot
40,Dominique,Lefebvre,dominiquelefebvre@gmail.com,2021-03-14,13.86,1,0.99,563,União Da Ilha
40,Dominique,Lefebvre,dominiquelefebvre@gmail.com,2021-03-14,13.86,1,0.99,572,Put Your Lights On
40,Dominique,Lefebvre,dominiquelefebvre@gmail.com,2021-03-14,13.86,1,0.99,581,Primavera
40,Dominique,Lefebvre,dominiquelefebvre@gmail.com,2021-03-14,13.86,1,0.99,590,Seis Da Tarde
40,Dominique,Lefebvre,dominiquelefebvre@gmail.com,2021-03-14,13.86,1,0.99,599,Compulsion
40,Dominique,Lefebvre,dominiquelefebvre@gmail.com,2021-03-14,13.86,1,0.99,608,The Pan Piper
40,Dominique,Lefebvre,dominiquelefebvre@gmail.com,2021-03-14,13.86,1,0.99,617,Jean Pierre (Live)
40,Dominique,Lefebvre,dominiquelefebvre@gmail.com,2021-03-14,13.86,1,0.99,626,Drum Boogie
40,Dominique,Lefebvre,dominiquelefebvre@gmail.com,2021-03-14,13.86,1,0.99,635,Lemon Drop
40,Dominique,Lefebvre,dominiquelefebvre@gmail.com,2021-03-14,13.86,1,0.99,644,Showcase
40,Dominique,Lefebvre,dominiquelefebvre@gmail.com,2021-03-14,13.86,1,0.99,653,Como É Duro Trabalhar
40,Dominique,Lefebvre,dominiquelefebvre@gmail.com,2021-03-14,13.86,1,0.99,662,Pela Luz dos Olhos Teus (Miúcha e Tom Jobim)
40,Dominique,Lefebvre,dominiquelefebvre@gmail.com,2021-03-14,13.86,1,0.99,671,As Rosas Não Falam (Beth Carvalho)
40,Dominique,Lefebvre,dominiquelefebvre@gmail.com,2021-03-14,13.86,1,0.99,680,Green River
54,Steve,Murray,steve.murray@yahoo.uk,2021-03-22,0.99,1,0.99,694,Someday Never Comes
55,Mark,Taylor,mark.taylor@yahoo.au,2021-04-04,1.98,1,0.99,695,Walking On The Water
55,Mark,Taylor,mark.taylor@yahoo.au,2021-04-04,1.98,1,0.99,696,"Suzie-Q, Pt. 2"
57,Luis,Rojas,luisrojas@yahoo.cl,2021-04-04,1.98,1,0.99,698,Good Golly Miss Molly
57,Luis,Rojas,luisrojas@yahoo.cl,2021-04-04,1.98,1,0.99,700,Wrote A Song For Everyone
59,Puja,Srivastava,puja_srivastava@yahoo.in,2021-04-05,3.96,1,0.99,702,Cotton Fields
59,Puja,Srivastava,puja_srivastava@yahoo.in,2021-04-05,3.96,1,0.99,704,Don't Look Now
59,Puja,Srivastava,puja_srivastava@yahoo.in,2021-04-05,3.96,1,0.99,706,Before You Accuse Me
59,Puja,Srivastava,puja_srivastava@yahoo.in,2021-04-05,3.96,1,0.99,708,Pagan Baby
4,Bjørn,Hansen,bjorn.hansen@yahoo.no,2021-04-06,5.94,1,0.99,712,Born To Move
4,Bjørn,Hansen,bjorn.hansen@yahoo.no,2021-04-06,5.94,1,0.99,716,Brasil
4,Bjørn,Hansen,bjorn.hansen@yahoo.no,2021-04-06,5.94,1,0.99,720,Coroné Antonio Bento
4,Bjørn,Hansen,bjorn.hansen@yahoo.no,2021-04-06,5.94,1,0.99,724,Música Urbana 2
4,Bjørn,Hansen,bjorn.hansen@yahoo.no,2021-04-06,5.94,1,0.99,728,Woman Of The World (Ao Vivo)
4,Bjørn,Hansen,bjorn.hansen@yahoo.no,2021-04-06,5.94,1,0.99,732,Smells Like Teen Spirit (Ao Vivo)
10,Eduardo,Martins,eduardo@woodstock.com.br,2021-04-09,8.91,1,0.99,738,Admirável Gado Novo
10,Eduardo,Martins,eduardo@woodstock.com.br,2021-04-09,8.91,1,0.99,744,Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos)
10,Eduardo,Martins,eduardo@woodstock.com.br,2021-04-09,8.91,1,0.99,750,Drifter
10,Eduardo,Martins,eduardo@woodstock.com.br,2021-04-09,8.91,1,0.99,756,Child In Time
10,Eduardo,Martins,eduardo@woodstock.com.br,2021-04-09,8.91,1,0.99,762,No No No
10,Eduardo,Martins,eduardo@woodstock.com.br,2021-04-09,8.91,1,0.99,768,Knocking At Your Back Door
10,Eduardo,Martins,eduardo@woodstock.com.br,2021-04-09,8.91,1,0.99,774,The Unwritten Law
10,Eduardo,Martins,eduardo@woodstock.com.br,2021-04-09,8.91,1,0.99,780,Maybe I'm A Leo
10,Eduardo,Martins,eduardo@woodstock.com.br,2021-04-09,8.91,1,0.99,786,Vavoom : Ted The Mechanic
19,Tim,Goyer,tgoyer@apple.com,2021-04-14,13.86,1,0.99,795,Hey Cisco
19,Tim,Goyer,tgoyer@apple.com,2021-04-14,13.86,1,0.99,804,Fortuneteller
19,Tim,Goyer,tgoyer@apple.com,2021-04-14,13.86,1,0.99,813,High Ball Shooter
19,Tim,Goyer,tgoyer@apple.com,2021-04-14,13.86,1,0.99,822,A Twist In The Tail
19,Tim,Goyer,tgoyer@apple.com,2021-04-14,13.86,1,0.99,831,Animal
19,Tim,Goyer,tgoyer@apple.com,2021-04-14,13.86,1,0.99,840,Hysteria
19,Tim,Goyer,tgoyer@apple.com,2021-04-14,13.86,1,0.99,849,"Baltimore, DC"
19,Tim,Goyer,tgoyer@apple.com,2021-04-14,13.86,1,0.99,858,Esquinas
19,Tim,Goyer,tgoyer@apple.com,2021-04-14,13.86,1,0.99,867,Açai
19,Tim,Goyer,tgoyer@apple.com,2021-04-14,13.86,1,0.99,876,Um Amor Puro
19,Tim,Goyer,tgoyer@apple.com,2021-04-14,13.86,1,0.99,885,Fascinação
19,Tim,Goyer,tgoyer@apple.com,2021-04-14,13.86,1,0.99,894,Sunshine Of Your Love
19,Tim,Goyer,tgoyer@apple.com,2021-04-14,13.86,1,0.99,903,Lay Down Sally
19,Tim,Goyer,tgoyer@apple.com,2021-04-14,13.86,1,0.99,912,Tears In Heaven
33,Ellie,Sullivan,ellie.sullivan@shaw.ca,2021-04-22,0.99,1,0.99,926,Naked In Front Of The Computer
34,João,Fernandes,jfernandes@yahoo.pt,2021-05-05,1.98,1,0.99,927,Helpless
34,João,Fernandes,jfernandes@yahoo.pt,2021-05-05,1.98,1,0.99,928,Mouth To Mouth
36,Hannah,Schneider,hannah.schneider@yahoo.de,2021-05-05,1.98,1,0.99,930,She Loves Me Not
36,Hannah,Schneider,hannah.schneider@yahoo.de,2021-05-05,1.98,1,0.99,932,Paths Of Glory
38,Niklas,Schröder,nschroder@surfeu.de,2021-05-06,3.96,1,0.99,934,Pristina
38,Niklas,Schröder,nschroder@surfeu.de,2021-05-06,3.96,1,0.99,936,Caffeine
38,Niklas,Schröder,nschroder@surfeu.de,2021-05-06,3.96,1,0.99,938,RV
38,Niklas,Schröder,nschroder@surfeu.de,2021-05-06,3.96,1,0.99,940,Everything's Ruined
42,Wyatt,Girard,wyatt.girard@yahoo.fr,2021-05-07,5.94,1,0.99,944,A Small Victory
42,Wyatt,Girard,wyatt.girard@yahoo.fr,2021-05-07,5.94,1,0.99,948,Easy
42,Wyatt,Girard,wyatt.girard@yahoo.fr,2021-05-07,5.94,1,0.99,952,The Gentle Art Of Making Enemies
42,Wyatt,Girard,wyatt.girard@yahoo.fr,2021-05-07,5.94,1,0.99,956,Ugly In The Morning
42,Wyatt,Girard,wyatt.girard@yahoo.fr,2021-05-07,5.94,1,0.99,960,What A Day
42,Wyatt,Girard,wyatt.girard@yahoo.fr,2021-05-07,5.94,1,0.99,964,From Out Of Nowhere
48,Johannes,Van der Berg,johavanderberg@yahoo.nl,2021-05-10,8.91,1,0.99,970,Underwater Love
48,Johannes,Van der Berg,johavanderberg@yahoo.nl,2021-05-10,8.91,1,0.99,976,Falamansa Song
48,Johannes,Van der Berg,johavanderberg@yahoo.nl,2021-05-10,8.91,1,0.99,982,Avisa
48,Johannes,Van der Berg,johavanderberg@yahoo.nl,2021-05-10,8.91,1,0.99,988,Desaforo
48,Johannes,Van der Berg,johavanderberg@yahoo.nl,2021-05-10,8.91,1,0.99,994,The Last Song
48,Johannes,Van der Berg,johavanderberg@yahoo.nl,2021-05-10,8.91,1,0.99,1000,What If I Do?
48,Johannes,Van der Berg,johavanderberg@yahoo.nl,2021-05-10,8.91,1,0.99,1006,Virginia Moon
48,Johannes,Van der Berg,johavanderberg@yahoo.nl,2021-05-10,8.91,1,0.99,1012,Times Like These
48,Johannes,Van der Berg,johavanderberg@yahoo.nl,2021-05-10,8.91,1,0.99,1018,Burn Away
57,Luis,Rojas,luisrojas@yahoo.cl,2021-05-15,13.86,1,0.99,1027,See You
57,Luis,Rojas,luisrojas@yahoo.cl,2021-05-15,13.86,1,0.99,1036,I Get A Kick Out Of You
57,Luis,Rojas,luisrojas@yahoo.cl,2021-05-15,13.86,1,0.99,1045,Fly Me To The Moon
57,Luis,Rojas,luisrojas@yahoo.cl,2021-05-15,13.86,1,0.99,1054,Mack The Knife
57,Luis,Rojas,luisrojas@yahoo.cl,2021-05-15,13.86,1,0.99,1063,Funk Hum
57,Luis,Rojas,luisrojas@yahoo.cl,2021-05-15,13.86,1,0.99,1072,Forty Days Instrumental
57,Luis,Rojas,luisrojas@yahoo.cl,2021-05-15,13.86,1,0.99,1081,Pau-De-Arara
57,Luis,Rojas,luisrojas@yahoo.cl,2021-05-15,13.86,1,0.99,1090,Stir It Up (Live)
57,Luis,Rojas,luisrojas@yahoo.cl,2021-05-15,13.86,1,0.99,1099,A Novidade (Live)
57,Luis,Rojas,luisrojas@yahoo.cl,2021-05-15,13.86,1,0.99,1108,Realce
57,Luis,Rojas,luisrojas@yahoo.cl,2021-05-15,13.86,1,0.99,1117,Aquele Abraço
57,Luis,Rojas,luisrojas@yahoo.cl,2021-05-15,13.86,1,0.99,1126,Re-Align
57,Luis,Rojas,luisrojas@yahoo.cl,2021-05-15,13.86,1,0.99,1135,Holiday
57,Luis,Rojas,luisrojas@yahoo.cl,2021-05-15,13.86,1,0.99,1144,Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again
12,Roberto,Almeida,roberto.almeida@riotur.gov.br,2021-05-23,0.99,1,0.99,1158,Right Next Door to Hell
13,Fernanda,Ramos,fernadaramos4@uol.com.br,2021-06-05,1.98,1,0.99,1159,Dust N' Bones
13,Fernanda,Ramos,fernadaramos4@uol.com.br,2021-06-05,1.98,1,0.99,1160,Live and Let Die
15,Jennifer,Peterson,jenniferp@rogers.ca,2021-06-05,1.98,1,0.99,1162,Perfect Crime
15,Jennifer,Peterson,jenniferp@rogers.ca,2021-06-05,1.98,1,0.99,1164,Bad Obsession
17,Jack,Smith,jacksmith@microsoft.com,2021-06-06,3.96,1,0.99,1166,Double Talkin' Jive
17,Jack,Smith,jacksmith@microsoft.com,2021-06-06,3.96,1,0.99,1168,The Garden
17,Jack,Smith,jacksmith@microsoft.com,2021-06-06,3.96,1,0.99,1170,Don't Damn Me
17,Jack,Smith,jacksmith@microsoft.com,2021-06-06,3.96,1,0.99,1172,Dead Horse
21,Kathy,Chase,kachase@hotmail.com,2021-06-07,5.94,1,0.99,1176,Yesterdays
21,Kathy,Chase,kachase@hotmail.com,2021-06-07,5.94,1,0.99,1180,Breakdown
21,Kathy,Chase,kachase@hotmail.com,2021-06-07,5.94,1,0.99,1184,Estranged
21,Kathy,Chase,kachase@hotmail.com,2021-06-07,5.94,1,0.99,1188,Colibri
21,Kathy,Chase,kachase@hotmail.com,2021-06-07,5.94,1,0.99,1192,L'Arc En Ciel De Miles
21,Kathy,Chase,kachase@hotmail.com,2021-06-07,5.94,1,0.99,1196,Millenium
27,Patrick,Gray,patrick.gray@aol.com,2021-06-10,8.91,1,0.99,1202,These Colours Don't Run
27,Patrick,Gray,patrick.gray@aol.com,2021-06-10,8.91,1,0.99,1208,For the Greater Good of God
27,Patrick,Gray,patrick.gray@aol.com,2021-06-10,8.91,1,0.99,1214,Prowler
27,Patrick,Gray,patrick.gray@aol.com,2021-06-10,8.91,1,0.99,1220,Run To The Hilss
27,Patrick,Gray,patrick.gray@aol.com,2021-06-10,8.91,1,0.99,1226,Can I Play With Madness
27,Patrick,Gray,patrick.gray@aol.com,2021-06-10,8.91,1,0.99,1232,Heaven Can Wait
27,Patrick,Gray,patrick.gray@aol.com,2021-06-10,8.91,1,0.99,1238,Blood Brothers
27,Patrick,Gray,patrick.gray@aol.com,2021-06-10,8.91,1,0.99,1244,The Thin Line Between Love & Hate
27,Patrick,Gray,patrick.gray@aol.com,2021-06-10,8.91,1,0.99,1250,Gates Of Tomorrow
36,Hannah,Schneider,hannah.schneider@yahoo.de,2021-06-15,13.86,1,0.99,1259,Fear Is The Key
36,Hannah,Schneider,hannah.schneider@yahoo.de,2021-06-15,13.86,1,0.99,1268,01 - Prowler
36,Hannah,Schneider,hannah.schneider@yahoo.de,2021-06-15,13.86,1,0.99,1277,The Ides Of March
36,Hannah,Schneider,hannah.schneider@yahoo.de,2021-06-15,13.86,1,0.99,1286,Drifter
36,Hannah,Schneider,hannah.schneider@yahoo.de,2021-06-15,13.86,1,0.99,1295,The Number Of The Beast
36,Hannah,Schneider,hannah.schneider@yahoo.de,2021-06-15,13.86,1,0.99,1304,Phantom Of The Opera
36,Hannah,Schneider,hannah.schneider@yahoo.de,2021-06-15,13.86,1,0.99,1313,Afraid To Shoot Strangers
36,Hannah,Schneider,hannah.schneider@yahoo.de,2021-06-15,13.86,1,0.99,1322,The Trooper
36,Hannah,Schneider,hannah.schneider@yahoo.de,2021-06-15,13.86,1,0.99,1331,Run Silent Run Deep
36,Hannah,Schneider,hannah.schneider@yahoo.de,2021-06-15,13.86,1,0.99,1340,Still Life
36,Hannah,Schneider,hannah.schneider@yahoo.de,2021-06-15,13.86,1,0.99,1349,Back in the Village
36,Hannah,Schneider,hannah.schneider@yahoo.de,2021-06-15,13.86,1,0.99,1358,Blood Brothers
36,Hannah,Schneider,hannah.schneider@yahoo.de,2021-06-15,13.86,1,0.99,1367,The Number Of The Beast
36,Hannah,Schneider,hannah.schneider@yahoo.de,2021-06-15,13.86,1,0.99,1376,The Prophecy
50,Enrique,Muñoz,enrique_munoz@yahoo.es,2021-06-23,0.99,1,0.99,1390,Hallowed Be Thy Name
51,Joakim,Johansson,joakim.johansson@yahoo.se,2021-07-06,1.98,1,0.99,1391,Invaders
51,Joakim,Johansson,joakim.johansson@yahoo.se,2021-07-06,1.98,1,0.99,1392,Run to the Hills
53,Phil,Hughes,phil.hughes@gmail.com,2021-07-06,1.98,1,0.99,1394,The Prisoner
53,Phil,Hughes,phil.hughes@gmail.com,2021-07-06,1.98,1,0.99,1396,Lord Of The Flies
55,Mark,Taylor,mark.taylor@yahoo.au,2021-07-07,3.96,1,0.99,1398,Fortunes Of War
55,Mark,Taylor,mark.taylor@yahoo.au,2021-07-07,3.96,1,0.99,1400,The Aftermath
55,Mark,Taylor,mark.taylor@yahoo.au,2021-07-07,3.96,1,0.99,1402,Blood On The World's Hands
55,Mark,Taylor,mark.taylor@yahoo.au,2021-07-07,3.96,1,0.99,1404,2 A.M.
59,Puja,Srivastava,puja_srivastava@yahoo.in,2021-07-08,5.94,1,0.99,1408,Lightning Strikes Twice
59,Puja,Srivastava,puja_srivastava@yahoo.in,2021-07-08,5.94,1,0.99,1412,Don't Look To The Eyes Of A Stranger
59,Puja,Srivastava,puja_srivastava@yahoo.in,2021-07-08,5.94,1,0.99,1416,Night Train
59,Puja,Srivastava,puja_srivastava@yahoo.in,2021-07-08,5.94,1,0.99,1420,It's A Man's Man's Man's World
59,Puja,Srivastava,puja_srivastava@yahoo.in,2021-07-08,5.94,1,0.99,1424,Hey America
59,Puja,Srivastava,puja_srivastava@yahoo.in,2021-07-08,5.94,1,0.99,1428,Get Up Offa That Thing
6,Helena,Holý,hholy@gmail.com,2021-07-11,8.91,1,0.99,1434,When You Gonna Learn (Digeridoo)
6,Helena,Holý,hholy@gmail.com,2021-07-11,8.91,1,0.99,1440,"Whatever It Is, I Just Can't Stop"
6,Helena,Holý,hholy@gmail.com,2021-07-11,8.91,1,0.99,1446,Black Capricorn Day
6,Helena,Holý,hholy@gmail.com,2021-07-11,8.91,1,0.99,1452,Were Do We Go From Here
6,Helena,Holý,hholy@gmail.com,2021-07-11,8.91,1,0.99,1458,Light Years
6,Helena,Holý,hholy@gmail.com,2021-07-11,8.91,1,0.99,1464,Morning Glory
6,Helena,Holý,hholy@gmail.com,2021-07-11,8.91,1,0.99,1470,Get What You Need
6,Helena,Holý,hholy@gmail.com,2021-07-11,8.91,1,0.99,1476,Take It Or Leave It
6,Helena,Holý,hholy@gmail.com,2021-07-11,8.91,1,0.99,1482,Can You See Me
15,Jennifer,Peterson,jenniferp@rogers.ca,2021-07-16,13.86,1,0.99,1491,Stone Free
15,Jennifer,Peterson,jenniferp@rogers.ca,2021-07-16,13.86,1,0.99,1500,Satch Boogie
15,Jennifer,Peterson,jenniferp@rogers.ca,2021-07-16,13.86,1,0.99,1509,Salve Simpatia
15,Jennifer,Peterson,jenniferp@rogers.ca,2021-07-16,13.86,1,0.99,1518,Filho Maravilha
15,Jennifer,Peterson,jenniferp@rogers.ca,2021-07-16,13.86,1,0.99,1527,Dance Enquanto é Tempo
15,Jennifer,Peterson,jenniferp@rogers.ca,2021-07-16,13.86,1,0.99,1536,Voce Inteira
15,Jennifer,Peterson,jenniferp@rogers.ca,2021-07-16,13.86,1,0.99,1545,Enquanto O Dia Não Vem
15,Jennifer,Peterson,jenniferp@rogers.ca,2021-07-16,13.86,1,0.99,1554,Turbo Lover
15,Jennifer,Peterson,jenniferp@rogers.ca,2021-07-16,13.86,1,0.99,1563,Plaster Caster
15,Jennifer,Peterson,jenniferp@rogers.ca,2021-07-16,13.86,1,0.99,1572,Every Time I Look At You
15,Jennifer,Peterson,jenniferp@rogers.ca,2021-07-16,13.86,1,0.99,1581,Dazed And Confused
